"pseudotime_z","cytoscore_z","Tscore_z"
0.37134973094885,1.79178302084159,0.578779335063685
-1.33598729381988,-0.47914754774556,-1.18879959698808
-1.33598724023333,-2.0261563477403,-1.14030152105744
-1.33598718664679,-1.7032377792356,-1.26274599818561
0.484094152774905,1.58743910419012,0.839061028202338
0.225499366161063,0.793320012048146,0.682743162286465
0.245264496480148,-0.598769512188462,0.361981375830126
-0.128478547460374,0.411435065213084,-0.0243593605257505
-0.320971021605727,0.660916985750448,0.0104582592074759
-0.863130194436798,0.425967567535513,-0.785071947761636
-1.33710583113202,0.687577743733361,-1.24089637774747
-1.34609663983333,-0.449776056947522,-1.12954662920383
0.497033717093743,-0.0881344930720746,0.468742274514524
-1.3361288527715,0.63897575835139,-1.24493069048463
-1.33598713306025,-2.08850396274878,-1.43024295079597
-1.3359870794737,-1.84457296391944,-1.00750350668549
0.567902111918311,0.478885493717635,0.793751300426742
0.503221251160461,0.957999834517778,0.802080315214293
0.106322502797999,0.802765335046104,0.391057772687829
0.113355855642625,1.74011205129025,-0.0779965198238937
-0.0478041475357315,0.920076082938968,0.0244453418147531
-0.784677633217292,0.210227647474578,-0.5155787092602
-0.738905158332554,0.60839554790923,-0.738466663182801
-1.14526200077366,0.370367657659422,-0.781062671375447
0.70779767324435,0.252246337098021,0.691245006675321
-1.33115241416556,-1.53462818005219,-1.15182459705149
-1.33598702588716,0.00131441550813898,-1.32999897616769
-1.33598697230062,-1.56707054152261,-1.01849628777286
0.986748278719103,1.64424688027931,0.911307242061932
0.854405696549758,0.662772341457482,0.724716610798468
0.483042733885743,0.954616389399081,0.580340246454465
-0.143774946920392,-0.166733647073354,0.401660641762703
-0.0185133752132222,1.2488385768664,0.26582670397576
-0.230377339288256,0.495985192515797,-0.249554989510134
-0.363110073130634,0.56004601419272,-0.592473750814665
-0.856933732544462,0.911449497955984,-0.796134818498257
0.851593890872336,1.26624201719718,1.0936884075363
-0.852710474424341,0.470384279454482,-0.673486493949544
-1.33177862955723,-0.339278565573524,-0.796225021965444
-1.33710577754548,-1.41463102071735,-1.50262805469896
1.11874784284413,0.41187768592279,1.26848283751678
0.868743367815328,0.581272354495943,1.3890881662513
1.07272653493118,1.14901010518071,1.03020643392309
0.640623902994884,0.956244733293753,0.741300830595584
0.497529877452999,-0.0568100649342442,0.804131726571135
0.270085248728189,0.300654664595343,1.02697034591229
0.0941276500484001,0.212463496148701,0.469620641681844
-0.0609887466808554,-0.236952342844442,-0.0257976427683232
1.11874789643067,1.28720209196168,0.781427330929516
-0.398601054686762,-0.263235164880739,-0.461386908492203
-1.08709322854945,0.837134585715777,-0.945112584636327
-1.14526194718712,0.155023236953962,-0.962289346157923
1.11874795001721,0.252231848602436,1.30360894522179
1.34125582185862,0.916118354895585,1.06986042016088
1.34125592903171,1.51200249536543,1.21612224834945
1.1531254113313,0.995736240919508,1.08701084053313
1.2676885560869,-0.347256974814541,0.502562888697922
1.34125587544516,0.796223638153798,0.931578862117139
0.376657227347486,1.04149968908638,0.820042399457848
-0.0286909590759567,0.911327792514028,0.198155569247786
1.0664807661259,0.330864028831677,1.21117528692581
0.105411736527383,0.100812613036404,0.520245497586137
0.167885040827794,0.446099374894652,-0.019108644028462
-0.223412520560603,0.740948228561641,-0.501666334817869
1.34125598261825,1.35997023219226,1.04089803201972
1.34125603620479,1.80165537172262,1.13607543358499
1.34125608979133,2.17501167053325,1.14944929066126
1.34125614337788,1.42713232135871,0.993190708499051
1.34125619696442,1.44799767504971,0.721688079171225
1.27852608731618,0.0666914763006259,0.807683322838938
0.986571111899818,0.49304363644274,0.913402094847077
0.376657280934028,-0.236489202160582,0.519185706091761
1.34125625055096,1.35863296240086,0.783845364893425
0.358676955301751,0.374886542329682,0.737053978725871
0.132874543539648,-0.0318213030042343,0.570273515038407
0.077073796565511,0.148831731868799,0.161167658535923
1.34125635772405,1.3869700816333,0.49995215696249
1.34125646489713,0.864220726438744,0.965226353723989
1.11874800360376,0.568329807093162,1.28506147779414
1.3412563041375,1.33823302733307,1.04770137385927
1.34125641131059,0.682401600080346,0.747547329016855
1.30440637921248,0.153967503429866,0.802252438478849
1.28970480113606,1.19592304130215,0.780662849252345
0.640623956581427,0.520070640248293,0.934874808685745
1.34125651848367,0.598111308695844,0.711843612815295
0.640624010167969,1.20190012225602,0.857915224779969
0.362667933908133,0.511357306656519,0.878668062989113
-0.0336089446656336,1.84850800540769,0.47145748683314
1.34125657207021,0.373659473523298,1.25430889890734
1.34125662565676,0.973129778562834,1.02164823183655
1.3412566792433,0.233956444678951,0.61227942006271
1.34125673282984,1.39310200992734,1.1235250922394
1.34125684000293,1.01211906714224,0.770794454353906
1.33883780563051,0.597130257825519,1.01204502633716
1.34125689358947,0.769337342687372,1.04656999517108
1.34125678641638,1.66999565345818,0.878338841972653
0.398852709491793,1.18259384278881,0.38689997951616
-1.33598686512753,-2.00439963214587,-1.04844837518458
-1.33598681154099,-1.93868105919712,-1.07782375689279
-1.33598675795445,-0.71352796938226,-1.36450385006935
0.377915491330101,0.230584499105289,0.872419283767464
0.408141202901713,0.267956099836899,0.445144528182531
-0.0206138553352555,0.364414827676606,0.060192912366045
-0.380969344158432,0.680411974879337,-0.457813061698276
-0.300121107271654,-0.513721469176845,-0.00485285863999379
-1.13899640291228,-0.00336916039971271,-0.867248003097174
-1.21713418167434,-1.38865568154256,-0.938164151690344
-1.33598691871408,-1.50252122126741,-0.956787859489509
0.574024151019284,1.50920133321011,0.886218163426077
-1.33598670436791,-1.61520779663358,-0.960964937714504
-1.33598665078136,-2.08860896206625,-1.54543182577036
-1.33598659719482,-1.99784611929563,-0.80216986781965
0.575055046407856,0.365248407552704,0.860241855477366
0.501686372904675,-0.0460632580541407,0.882783809381232
0.206277207799677,0.5379639824785,0.424591192420922
0.146937850885319,1.02782045748833,0.245173985234303
-0.144132271790675,0.976740659514064,-0.0134834392136724
-0.660656302763925,1.637779583875,-0.438343717644156
-1.14526189360058,-0.835088692101592,-0.768301687096358
-1.34569409501335,-0.786111972728048,-1.56322967756555
0.922797611552498,0.0619706759282249,0.93289996549166
-1.33710572395894,-0.203543347087106,-1.40232558820627
-1.33598654360828,-0.980568037170974,-0.921927789464024
-1.33598649002174,-1.96355597365633,-1.11382724369547
0.906716747577929,0.840927710433686,0.971235878133842
0.85109652222524,0.899839336023925,0.903648653811088
0.26296680305793,0.0808833610863096,0.610823678183577
-0.0791763723594701,1.24075987386499,0.520958855433803
-0.0575839037456688,1.25651841472229,0.36370730280588
-0.319130986207019,0.137080790116671,-0.457429466025176
-0.617485804988979,-0.19706261840526,-0.268750055035358
-1.14526184001404,-0.0495495451666169,-0.741959429662718
1.0770609900956,-0.262181616372976,1.08490249298074
