"x"
"C3"
"C6"
"C6"
"C6"
"C3"
"C3"
"C3"
"C2"
"C2"
"C4"
"C1"
"C1"
"C3"
"C6"
"C6"
"C6"
"C5"
"C3"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C6"
"C6"
"C5"
"C5"
"C3"
"C2"
"C2"
"C2"
"C2"
"C4"
"C5"
"C4"
"C1"
"C6"
"C0"
"C5"
"C5"
"C7"
"C5"
"C3"
"C3"
"C2"
"C0"
"C2"
"C4"
"C1"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C3"
"C2"
"C5"
"C3"
"C2"
"C2"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C5"
"C3"
"C0"
"C3"
"C3"
"C2"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C7"
"C0"
"C7"
"C3"
"C2"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C3"
"C6"
"C6"
"C1"
"C3"
"C3"
"C2"
"C2"
"C2"
"C4"
"C1"
"C1"
"C5"
"C6"
"C6"
"C6"
"C5"
"C3"
"C3"
"C2"
"C2"
"C4"
"C1"
"C6"
"C5"
"C1"
"C6"
"C6"
"C5"
"C5"
"C3"
"C2"
"C2"
"C2"
"C4"
"C1"
"C5"
"C1"
"C1"
"C1"
"C0"
"C5"
"C7"
"C7"
"C3"
"C3"
"C3"
"C2"
"C0"
"C4"
"C1"
"C1"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C3"
"C2"
"C5"
"C2"
"C2"
"C4"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C7"
"C3"
"C0"
"C7"
"C2"
"C2"
"C0"
"C0"
"C5"
"C0"
"C0"
"C0"
"C0"
"C7"
"C0"
"C7"
"C2"
"C2"
"C0"
"C7"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C3"
"C1"
"C6"
"C6"
"C3"
"C3"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C6"
"C6"
"C5"
"C5"
"C2"
"C3"
"C2"
"C2"
"C4"
"C4"
"C5"
"C1"
"C1"
"C1"
"C0"
"C0"
"C5"
"C2"
"C3"
"C2"
"C2"
"C2"
"C5"
"C4"
"C1"
"C1"
"C0"
"C5"
"C5"
"C0"
"C5"
"C5"
"C3"
"C2"
"C0"
"C2"
"C4"
"C4"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C7"
"C3"
"C0"
"C3"
"C3"
"C2"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C3"
"C0"
"C7"
"C3"
"C3"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C7"
"C3"
"C3"
"C2"
"C0"
"C0"
"C0"
"C0"
"C0"
"C0"
"C7"
"C5"
"C5"
"C1"
"C1"
"C1"
"C5"
"C3"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C1"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C1"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C1"
"C1"
"C0"
"C1"
"C1"
"C1"
"C0"
"C5"
"C3"
"C2"
"C2"
"C4"
"C1"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C7"
"C3"
"C3"
"C4"
"C4"
"C1"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C2"
"C2"
"C4"
"C1"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C7"
"C6"
"C6"
"C6"
"C7"
"C7"
"C3"
"C2"
"C4"
"C4"
"C4"
"C1"
"C3"
"C1"
"C1"
"C1"
"C5"
"C3"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C6"
"C5"
"C5"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C6"
"C5"
"C5"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C6"
"C0"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C6"
"C6"
"C6"
"C0"
"C7"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C4"
"C7"
"C6"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C3"
"C1"
"C1"
"C1"
"C5"
"C3"
"C3"
"C2"
"C4"
"C4"
"C4"
"C1"
"C5"
"C1"
"C6"
"C1"
"C5"
"C5"
"C3"
"C2"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C6"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C1"
"C1"
"C5"
"C1"
"C1"
"C6"
"C5"
"C5"
"C3"
"C2"
"C2"
"C4"
"C1"
"C1"
"C0"
"C6"
"C6"
"C6"
"C0"
"C7"
"C7"
"C2"
"C2"
"C4"
"C1"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C2"
"C2"
"C4"
"C1"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C7"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C3"
"C1"
"C1"
"C1"
"C5"
"C5"
"C3"
"C3"
"C2"
"C4"
"C4"
"C4"
"C5"
"C1"
"C1"
"C1"
"C5"
"C5"
"C2"
"C3"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C1"
"C5"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C1"
"C5"
"C1"
"C1"
"C1"
"C0"
"C5"
"C5"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C6"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C0"
"C1"
"C6"
"C6"
"C0"
"C0"
"C7"
"C3"
"C2"
"C4"
"C4"
"C4"
"C7"
"C1"
"C6"
"C6"
"C0"
"C7"
"C7"
"C3"
"C2"
"C4"
"C4"
"C1"
"C3"
"C6"
"C6"
"C6"
"C3"
"C3"
"C3"
"C2"
"C2"
"C4"
"C1"
"C1"
"C5"
"C1"
"C6"
"C6"
"C5"
"C3"
"C3"
"C2"
"C4"
"C4"
"C4"
"C1"
"C0"
"C1"
"C1"
"C6"
"C0"
"C5"
"C3"
"C2"
"C2"
"C2"
"C2"
"C4"
"C0"
"C4"
"C1"
"C1"
"C0"
"C5"
"C5"
"C5"
"C5"
"C3"
"C2"
"C2"
"C0"
"C2"
"C4"
"C4"
"C0"
"C0"
"C0"
